City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
637,Moerai,PF,72.48,broken clouds,-22.43,-151.33,
641,Mananjary,MG,69.93,few clouds,-21.22,48.33,
644,Beloha,MG,68.63,overcast clouds,-25.17,45.05,
645,Kaeo,NZ,66.99,few clouds,-35.1,173.78,
646,Bulolo,PG,72.5,light rain,-7.2,146.65,
649,Malanje,AO,66.06,scattered clouds,-9.54,16.34,
651,Deder,ET,58.48,clear sky,9.32,41.45,
652,Murchison,NZ,61.7,light rain,-41.8,172.33,
653,Belmonte,BR,77.0,broken clouds,-15.86,-38.88,
654,Estelle,US,79.0,broken clouds,29.85,-90.11,
656,Kidal,ML,82.18,clear sky,18.44,1.41,
657,Sawtell,AU,73.4,scattered clouds,-30.38,153.1,
659,Port Moresby,PG,76.44,overcast clouds,-9.44,147.18,
660,Nyimba,ZM,78.66,few clouds,-14.56,30.81,
661,Dakar,SN,84.2,clear sky,14.69,-17.44,
662,Ardesen,TR,59.0,clear sky,41.19,40.99,
664,San Luis,AR,83.71,broken clouds,-33.3,-66.34,
665,Durazno,UY,64.4,broken clouds,-33.41,-56.5,
667,Uyovu,TZ,68.54,scattered clouds,-3.28,31.53,
668,The Valley,AI,84.2,scattered clouds,18.22,-63.06,
669,Bacong,PH,78.8,broken clouds,9.25,123.3,
670,Roviai,GR,66.0,overcast clouds,38.82,23.23,
671,Shiliguri,IN,72.03,broken clouds,26.7,88.43,
672,North Myrtle Beach,US,78.01,clear sky,33.82,-78.68,
674,Merauke,ID,77.86,broken clouds,-8.47,140.33,
677,Faro,PT,60.8,clear sky,37.02,-7.93,
678,Isla Mujeres,MX,87.8,broken clouds,21.23,-86.73,
679,Gwadar,PK,77.54,clear sky,25.12,62.33,
680,Bahir Dar,ET,63.23,light rain,11.59,37.39,
681,Conde,BR,78.8,broken clouds,-7.26,-34.91,
683,Whitianga,NZ,64.9,clear sky,-36.83,175.7,
684,Salta,AR,87.8,few clouds,-24.79,-65.41,
685,Eureka,US,59.0,scattered clouds,40.8,-124.16,
688,Pilar,BR,75.2,clear sky,-9.6,-35.96,
690,Lata,PT,62.01,overcast clouds,40.16,-8.33,
692,Maiduguri,NG,81.77,few clouds,11.85,13.16,
693,Aitape,PG,78.64,light rain,-3.14,142.35,
694,Bandarbeyla,SO,76.35,broken clouds,9.49,50.81,REER XOOSHLE GROUP
